Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
*****************************************
| distributed init (rank 0): env://
| distributed init (rank 1): env://
Namespace(data_path='/media/data/coco2017', weights_path=None, dataset='coco', model='my_fcos_resnet50_fpn', device='cuda', batch_size=2, epochs=26, workers=4, opt='sgd', lr=0.005, momentum=0.9, weight_decay=0.0001, norm_weight_decay=None, lr_scheduler='multisteplr', lr_step_size=8, lr_steps=[16, 22], lr_gamma=0.1, print_freq=20, output_dir='./outputs/FCOS/s3c_s4o_s5g', resume='', start_epoch=0, aspect_ratio_group_factor=3, rpn_score_thresh=None, trainable_backbone_layers=None, data_augmentation='hflip', sync_bn=False, test_only=False, use_deterministic_algorithms=False, world_size=2, dist_url='env://', weights=None, weights_backbone='ResNet50_Weights.IMAGENET1K_V1', amp=True, use_copypaste=False, backend='pil', use_v2=False, rank=0, gpu=0, distributed=True, dist_backend='nccl')
Loading data
root:  /media/data/coco2017
img_folder:  train2017
loading annotations into memory...
Done (t=8.31s)
creating index...
index created!
root:  /media/data/coco2017
img_folder:  val2017
loading annotations into memory...
Done (t=0.21s)
creating index...
index created!
Creating data loaders
Using [0, 0.5, 0.6299605249474365, 0.7937005259840997, 1.0, 1.259921049894873, 1.5874010519681991, 2.0, inf] as bins for aspect ratio quantization
Count of instances per bin: [  104   982 24236  2332  8225 74466  5763  1158]
Creating model
return_layers: {'layer2': '0', 'layer3': '1', 'layer4': '2'}
extra_blocks: LastLevelP6P7(
  (p6): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
  (p7): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
)
Loading weights from ResNet50_Weights.IMAGENET1K_V1
return_layers: {'layer2': '0', 'layer3': '1', 'layer4': '2'}
extra_blocks: LastLevelP6P7(
  (p6): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
  (p7): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
)
Start training
Epoch: [0]  [23800/29316]  eta: 0:20:11  lr: 0.005000  loss: 1.3004 (1.4540)  bbox_ctrness: 0.6331 (0.6373)  bbox_regression: 0.2703 (0.3324)  classification: 0.3626 (0.4843)  time: 0.2201  data: 0.0038  max mem: 5471
Epoch: [0]  [23820/29316]  eta: 0:20:06  lr: 0.005000  loss: 1.3132 (1.4539)  bbox_ctrness: 0.6316 (0.6373)  bbox_regression: 0.2919 (0.3324)  classification: 0.3793 (0.4842)  time: 0.2182  data: 0.0038  max mem: 5471
Epoch: [0]  [23840/29316]  eta: 0:20:02  lr: 0.005000  loss: 1.3064 (1.4537)  bbox_ctrness: 0.6291 (0.6372)  bbox_regression: 0.2771 (0.3324)  classification: 0.3844 (0.4841)  time: 0.2143  data: 0.0037  max mem: 5471
Epoch: [0]  [23860/29316]  eta: 0:19:58  lr: 0.005000  loss: 1.2863 (1.4537)  bbox_ctrness: 0.6288 (0.6372)  bbox_regression: 0.2707 (0.3323)  classification: 0.4176 (0.4841)  time: 0.2195  data: 0.0037  max mem: 5471
Epoch: [0]  [23880/29316]  eta: 0:19:53  lr: 0.005000  loss: 1.3547 (1.4536)  bbox_ctrness: 0.6255 (0.6372)  bbox_regression: 0.2843 (0.3323)  classification: 0.4216 (0.4841)  time: 0.2224  data: 0.0036  max mem: 5471
Epoch: [0]  [23900/29316]  eta: 0:19:49  lr: 0.005000  loss: 1.2626 (1.4534)  bbox_ctrness: 0.6252 (0.6372)  bbox_regression: 0.2813 (0.3322)  classification: 0.3812 (0.4840)  time: 0.2218  data: 0.0035  max mem: 5471
Epoch: [0]  [23920/29316]  eta: 0:19:44  lr: 0.005000  loss: 1.3388 (1.4534)  bbox_ctrness: 0.6321 (0.6372)  bbox_regression: 0.3078 (0.3322)  classification: 0.4024 (0.4839)  time: 0.2208  data: 0.0038  max mem: 5471
Epoch: [0]  [23940/29316]  eta: 0:19:40  lr: 0.005000  loss: 1.3596 (1.4533)  bbox_ctrness: 0.6309 (0.6372)  bbox_regression: 0.2890 (0.3322)  classification: 0.4447 (0.4839)  time: 0.2200  data: 0.0038  max mem: 5471
Epoch: [0]  [23960/29316]  eta: 0:19:36  lr: 0.005000  loss: 1.2906 (1.4532)  bbox_ctrness: 0.6302 (0.6372)  bbox_regression: 0.2712 (0.3322)  classification: 0.3906 (0.4838)  time: 0.2208  data: 0.0036  max mem: 5471
Epoch: [0]  [23980/29316]  eta: 0:19:31  lr: 0.005000  loss: 1.3816 (1.4531)  bbox_ctrness: 0.6359 (0.6372)  bbox_regression: 0.3198 (0.3321)  classification: 0.4141 (0.4837)  time: 0.2188  data: 0.0036  max mem: 5471
Epoch: [0]  [24000/29316]  eta: 0:19:27  lr: 0.005000  loss: 1.2900 (1.4530)  bbox_ctrness: 0.6275 (0.6372)  bbox_regression: 0.2642 (0.3321)  classification: 0.3982 (0.4837)  time: 0.2177  data: 0.0036  max mem: 5471
Epoch: [0]  [24020/29316]  eta: 0:19:22  lr: 0.005000  loss: 1.3599 (1.4529)  bbox_ctrness: 0.6317 (0.6372)  bbox_regression: 0.3085 (0.3321)  classification: 0.4280 (0.4836)  time: 0.2207  data: 0.0035  max mem: 5471
Epoch: [0]  [24040/29316]  eta: 0:19:18  lr: 0.005000  loss: 1.2446 (1.4528)  bbox_ctrness: 0.6248 (0.6372)  bbox_regression: 0.2652 (0.3320)  classification: 0.3804 (0.4836)  time: 0.2187  data: 0.0035  max mem: 5471
Epoch: [0]  [24060/29316]  eta: 0:19:14  lr: 0.005000  loss: 1.3329 (1.4527)  bbox_ctrness: 0.6372 (0.6372)  bbox_regression: 0.3188 (0.3320)  classification: 0.3779 (0.4835)  time: 0.2212  data: 0.0037  max mem: 5471
Epoch: [0]  [24080/29316]  eta: 0:19:09  lr: 0.005000  loss: 1.2903 (1.4526)  bbox_ctrness: 0.6305 (0.6372)  bbox_regression: 0.2850 (0.3320)  classification: 0.3624 (0.4834)  time: 0.2200  data: 0.0037  max mem: 5471
Epoch: [0]  [24100/29316]  eta: 0:19:05  lr: 0.005000  loss: 1.2736 (1.4525)  bbox_ctrness: 0.6354 (0.6372)  bbox_regression: 0.2780 (0.3320)  classification: 0.3610 (0.4833)  time: 0.2210  data: 0.0036  max mem: 5471
Epoch: [0]  [24120/29316]  eta: 0:19:01  lr: 0.005000  loss: 1.3391 (1.4524)  bbox_ctrness: 0.6260 (0.6372)  bbox_regression: 0.2887 (0.3319)  classification: 0.3807 (0.4833)  time: 0.2209  data: 0.0037  max mem: 5471
Epoch: [0]  [24140/29316]  eta: 0:18:56  lr: 0.005000  loss: 1.3230 (1.4523)  bbox_ctrness: 0.6304 (0.6372)  bbox_regression: 0.2963 (0.3319)  classification: 0.3947 (0.4832)  time: 0.2223  data: 0.0035  max mem: 5471
Epoch: [0]  [24160/29316]  eta: 0:18:52  lr: 0.005000  loss: 1.3289 (1.4522)  bbox_ctrness: 0.6363 (0.6372)  bbox_regression: 0.2932 (0.3319)  classification: 0.4016 (0.4831)  time: 0.2196  data: 0.0035  max mem: 5471
Epoch: [0]  [24180/29316]  eta: 0:18:47  lr: 0.005000  loss: 1.3146 (1.4520)  bbox_ctrness: 0.6259 (0.6372)  bbox_regression: 0.3048 (0.3318)  classification: 0.3893 (0.4831)  time: 0.2181  data: 0.0036  max mem: 5471
Epoch: [0]  [24200/29316]  eta: 0:18:43  lr: 0.005000  loss: 1.3299 (1.4520)  bbox_ctrness: 0.6299 (0.6372)  bbox_regression: 0.2924 (0.3318)  classification: 0.4196 (0.4830)  time: 0.2202  data: 0.0038  max mem: 5471
Epoch: [0]  [24220/29316]  eta: 0:18:39  lr: 0.005000  loss: 1.3249 (1.4519)  bbox_ctrness: 0.6266 (0.6371)  bbox_regression: 0.2785 (0.3318)  classification: 0.3989 (0.4830)  time: 0.2207  data: 0.0037  max mem: 5471
Epoch: [0]  [24240/29316]  eta: 0:18:34  lr: 0.005000  loss: 1.2645 (1.4517)  bbox_ctrness: 0.6237 (0.6371)  bbox_regression: 0.2699 (0.3317)  classification: 0.3710 (0.4829)  time: 0.2212  data: 0.0036  max mem: 5471
Epoch: [0]  [24260/29316]  eta: 0:18:30  lr: 0.005000  loss: 1.2812 (1.4516)  bbox_ctrness: 0.6252 (0.6371)  bbox_regression: 0.2692 (0.3317)  classification: 0.3557 (0.4828)  time: 0.2193  data: 0.0035  max mem: 5471
Epoch: [0]  [24280/29316]  eta: 0:18:25  lr: 0.005000  loss: 1.3400 (1.4515)  bbox_ctrness: 0.6325 (0.6371)  bbox_regression: 0.2963 (0.3316)  classification: 0.4128 (0.4828)  time: 0.2236  data: 0.0036  max mem: 5471
Epoch: [0]  [24300/29316]  eta: 0:18:21  lr: 0.005000  loss: 1.3270 (1.4514)  bbox_ctrness: 0.6346 (0.6371)  bbox_regression: 0.3044 (0.3316)  classification: 0.3999 (0.4827)  time: 0.2188  data: 0.0036  max mem: 5471
Epoch: [0]  [24320/29316]  eta: 0:18:17  lr: 0.005000  loss: 1.3854 (1.4513)  bbox_ctrness: 0.6354 (0.6371)  bbox_regression: 0.2929 (0.3316)  classification: 0.4026 (0.4826)  time: 0.2206  data: 0.0038  max mem: 5471
Epoch: [0]  [24340/29316]  eta: 0:18:12  lr: 0.005000  loss: 1.3036 (1.4513)  bbox_ctrness: 0.6315 (0.6371)  bbox_regression: 0.3104 (0.3316)  classification: 0.3837 (0.4826)  time: 0.2235  data: 0.0037  max mem: 5471
Epoch: [0]  [24360/29316]  eta: 0:18:08  lr: 0.005000  loss: 1.3156 (1.4512)  bbox_ctrness: 0.6325 (0.6371)  bbox_regression: 0.2890 (0.3316)  classification: 0.4069 (0.4825)  time: 0.2176  data: 0.0039  max mem: 5471
Epoch: [0]  [24380/29316]  eta: 0:18:03  lr: 0.005000  loss: 1.2628 (1.4510)  bbox_ctrness: 0.6246 (0.6371)  bbox_regression: 0.2602 (0.3315)  classification: 0.3865 (0.4824)  time: 0.2135  data: 0.0037  max mem: 5471
Epoch: [0]  [24400/29316]  eta: 0:17:59  lr: 0.005000  loss: 1.2874 (1.4509)  bbox_ctrness: 0.6302 (0.6371)  bbox_regression: 0.2800 (0.3315)  classification: 0.3774 (0.4823)  time: 0.2190  data: 0.0037  max mem: 5471
Epoch: [0]  [24420/29316]  eta: 0:17:55  lr: 0.005000  loss: 1.2964 (1.4508)  bbox_ctrness: 0.6327 (0.6371)  bbox_regression: 0.2890 (0.3314)  classification: 0.3644 (0.4823)  time: 0.2155  data: 0.0037  max mem: 5471
Epoch: [0]  [24440/29316]  eta: 0:17:50  lr: 0.005000  loss: 1.2745 (1.4507)  bbox_ctrness: 0.6279 (0.6371)  bbox_regression: 0.2670 (0.3314)  classification: 0.3816 (0.4822)  time: 0.2257  data: 0.0036  max mem: 5471
Epoch: [0]  [24460/29316]  eta: 0:17:46  lr: 0.005000  loss: 1.3103 (1.4506)  bbox_ctrness: 0.6283 (0.6371)  bbox_regression: 0.2754 (0.3313)  classification: 0.4129 (0.4821)  time: 0.2240  data: 0.0037  max mem: 5471
Epoch: [0]  [24480/29316]  eta: 0:17:42  lr: 0.005000  loss: 1.3324 (1.4505)  bbox_ctrness: 0.6341 (0.6371)  bbox_regression: 0.2984 (0.3313)  classification: 0.4013 (0.4821)  time: 0.2154  data: 0.0036  max mem: 5471
Epoch: [0]  [24500/29316]  eta: 0:17:37  lr: 0.005000  loss: 1.3338 (1.4504)  bbox_ctrness: 0.6326 (0.6371)  bbox_regression: 0.2889 (0.3313)  classification: 0.3984 (0.4820)  time: 0.2226  data: 0.0038  max mem: 5471
Epoch: [0]  [24520/29316]  eta: 0:17:33  lr: 0.005000  loss: 1.3377 (1.4503)  bbox_ctrness: 0.6286 (0.6371)  bbox_regression: 0.2783 (0.3312)  classification: 0.4116 (0.4819)  time: 0.2230  data: 0.0038  max mem: 5471
Epoch: [0]  [24540/29316]  eta: 0:17:28  lr: 0.005000  loss: 1.2844 (1.4502)  bbox_ctrness: 0.6298 (0.6371)  bbox_regression: 0.2894 (0.3312)  classification: 0.3644 (0.4819)  time: 0.2177  data: 0.0036  max mem: 5471
Epoch: [0]  [24560/29316]  eta: 0:17:24  lr: 0.005000  loss: 1.3128 (1.4501)  bbox_ctrness: 0.6278 (0.6371)  bbox_regression: 0.2905 (0.3312)  classification: 0.3933 (0.4818)  time: 0.2107  data: 0.0035  max mem: 5471
Epoch: [0]  [24580/29316]  eta: 0:17:20  lr: 0.005000  loss: 1.3189 (1.4499)  bbox_ctrness: 0.6250 (0.6371)  bbox_regression: 0.2757 (0.3312)  classification: 0.4005 (0.4817)  time: 0.2201  data: 0.0036  max mem: 5471
Epoch: [0]  [24600/29316]  eta: 0:17:15  lr: 0.005000  loss: 1.2494 (1.4498)  bbox_ctrness: 0.6244 (0.6371)  bbox_regression: 0.2937 (0.3311)  classification: 0.4007 (0.4817)  time: 0.2172  data: 0.0033  max mem: 5471
Epoch: [0]  [24620/29316]  eta: 0:17:11  lr: 0.005000  loss: 1.2580 (1.4497)  bbox_ctrness: 0.6310 (0.6371)  bbox_regression: 0.2891 (0.3311)  classification: 0.3645 (0.4816)  time: 0.2238  data: 0.0035  max mem: 5471
Epoch: [0]  [24640/29316]  eta: 0:17:06  lr: 0.005000  loss: 1.3238 (1.4496)  bbox_ctrness: 0.6307 (0.6370)  bbox_regression: 0.2909 (0.3311)  classification: 0.4046 (0.4815)  time: 0.2225  data: 0.0039  max mem: 5471
Epoch: [0]  [24660/29316]  eta: 0:17:02  lr: 0.005000  loss: 1.2882 (1.4495)  bbox_ctrness: 0.6303 (0.6370)  bbox_regression: 0.2721 (0.3310)  classification: 0.3804 (0.4815)  time: 0.2183  data: 0.0036  max mem: 5471
Epoch: [0]  [24680/29316]  eta: 0:16:58  lr: 0.005000  loss: 1.3558 (1.4494)  bbox_ctrness: 0.6292 (0.6370)  bbox_regression: 0.2912 (0.3310)  classification: 0.4105 (0.4814)  time: 0.2228  data: 0.0036  max mem: 5471
Epoch: [0]  [24700/29316]  eta: 0:16:53  lr: 0.005000  loss: 1.3171 (1.4493)  bbox_ctrness: 0.6235 (0.6370)  bbox_regression: 0.2619 (0.3309)  classification: 0.4030 (0.4814)  time: 0.2159  data: 0.0034  max mem: 5471
Epoch: [0]  [24720/29316]  eta: 0:16:49  lr: 0.005000  loss: 1.3272 (1.4492)  bbox_ctrness: 0.6307 (0.6370)  bbox_regression: 0.2787 (0.3309)  classification: 0.3843 (0.4813)  time: 0.2252  data: 0.0036  max mem: 5471
Epoch: [0]  [24740/29316]  eta: 0:16:44  lr: 0.005000  loss: 1.3358 (1.4491)  bbox_ctrness: 0.6310 (0.6370)  bbox_regression: 0.2875 (0.3309)  classification: 0.3987 (0.4812)  time: 0.2210  data: 0.0035  max mem: 5471
Epoch: [0]  [24760/29316]  eta: 0:16:40  lr: 0.005000  loss: 1.3348 (1.4490)  bbox_ctrness: 0.6317 (0.6370)  bbox_regression: 0.2826 (0.3308)  classification: 0.4142 (0.4812)  time: 0.2194  data: 0.0035  max mem: 5471
Epoch: [0]  [24780/29316]  eta: 0:16:36  lr: 0.005000  loss: 1.2804 (1.4489)  bbox_ctrness: 0.6253 (0.6370)  bbox_regression: 0.2521 (0.3308)  classification: 0.3922 (0.4811)  time: 0.2222  data: 0.0037  max mem: 5471
Epoch: [0]  [24800/29316]  eta: 0:16:31  lr: 0.005000  loss: 1.3070 (1.4488)  bbox_ctrness: 0.6325 (0.6370)  bbox_regression: 0.2909 (0.3308)  classification: 0.3913 (0.4810)  time: 0.2165  data: 0.0038  max mem: 5471
Epoch: [0]  [24820/29316]  eta: 0:16:27  lr: 0.005000  loss: 1.3046 (1.4487)  bbox_ctrness: 0.6303 (0.6370)  bbox_regression: 0.3071 (0.3307)  classification: 0.3606 (0.4810)  time: 0.2237  data: 0.0037  max mem: 5471
Epoch: [0]  [24840/29316]  eta: 0:16:22  lr: 0.005000  loss: 1.2435 (1.4486)  bbox_ctrness: 0.6316 (0.6370)  bbox_regression: 0.2716 (0.3307)  classification: 0.3475 (0.4809)  time: 0.2157  data: 0.0037  max mem: 5471
Epoch: [0]  [24860/29316]  eta: 0:16:18  lr: 0.005000  loss: 1.3418 (1.4485)  bbox_ctrness: 0.6283 (0.6370)  bbox_regression: 0.2804 (0.3307)  classification: 0.4366 (0.4809)  time: 0.2243  data: 0.0037  max mem: 5471
Epoch: [0]  [24880/29316]  eta: 0:16:14  lr: 0.005000  loss: 1.2896 (1.4484)  bbox_ctrness: 0.6220 (0.6370)  bbox_regression: 0.2704 (0.3306)  classification: 0.3959 (0.4808)  time: 0.2184  data: 0.0037  max mem: 5471
Epoch: [0]  [24900/29316]  eta: 0:16:09  lr: 0.005000  loss: 1.3062 (1.4483)  bbox_ctrness: 0.6294 (0.6370)  bbox_regression: 0.2756 (0.3306)  classification: 0.4079 (0.4807)  time: 0.2209  data: 0.0038  max mem: 5471
Epoch: [0]  [24920/29316]  eta: 0:16:05  lr: 0.005000  loss: 1.3326 (1.4482)  bbox_ctrness: 0.6286 (0.6370)  bbox_regression: 0.2784 (0.3305)  classification: 0.3926 (0.4807)  time: 0.2188  data: 0.0037  max mem: 5471
Epoch: [0]  [24940/29316]  eta: 0:16:01  lr: 0.005000  loss: 1.3270 (1.4481)  bbox_ctrness: 0.6301 (0.6370)  bbox_regression: 0.2775 (0.3305)  classification: 0.3998 (0.4806)  time: 0.2212  data: 0.0036  max mem: 5471
Epoch: [0]  [24960/29316]  eta: 0:15:56  lr: 0.005000  loss: 1.3008 (1.4480)  bbox_ctrness: 0.6330 (0.6370)  bbox_regression: 0.2918 (0.3305)  classification: 0.3716 (0.4806)  time: 0.2193  data: 0.0037  max mem: 5471
Epoch: [0]  [24980/29316]  eta: 0:15:52  lr: 0.005000  loss: 1.3673 (1.4479)  bbox_ctrness: 0.6360 (0.6370)  bbox_regression: 0.3206 (0.3305)  classification: 0.3946 (0.4805)  time: 0.2232  data: 0.0038  max mem: 5471
Epoch: [0]  [25000/29316]  eta: 0:15:47  lr: 0.005000  loss: 1.3621 (1.4479)  bbox_ctrness: 0.6304 (0.6370)  bbox_regression: 0.2869 (0.3304)  classification: 0.4113 (0.4805)  time: 0.2223  data: 0.0037  max mem: 5471
Epoch: [0]  [25020/29316]  eta: 0:15:43  lr: 0.005000  loss: 1.2960 (1.4478)  bbox_ctrness: 0.6274 (0.6369)  bbox_regression: 0.2751 (0.3304)  classification: 0.4035 (0.4804)  time: 0.2212  data: 0.0038  max mem: 5471
Epoch: [0]  [25040/29316]  eta: 0:15:39  lr: 0.005000  loss: 1.2953 (1.4477)  bbox_ctrness: 0.6259 (0.6369)  bbox_regression: 0.2648 (0.3303)  classification: 0.4028 (0.4804)  time: 0.2230  data: 0.0036  max mem: 5471
Epoch: [0]  [25060/29316]  eta: 0:15:34  lr: 0.005000  loss: 1.2631 (1.4475)  bbox_ctrness: 0.6266 (0.6369)  bbox_regression: 0.2896 (0.3303)  classification: 0.3555 (0.4803)  time: 0.2147  data: 0.0037  max mem: 5471
Epoch: [0]  [25080/29316]  eta: 0:15:30  lr: 0.005000  loss: 1.2756 (1.4474)  bbox_ctrness: 0.6323 (0.6369)  bbox_regression: 0.2565 (0.3303)  classification: 0.3792 (0.4802)  time: 0.2173  data: 0.0038  max mem: 5471
Epoch: [0]  [25100/29316]  eta: 0:15:25  lr: 0.005000  loss: 1.3255 (1.4473)  bbox_ctrness: 0.6276 (0.6369)  bbox_regression: 0.2938 (0.3302)  classification: 0.3931 (0.4802)  time: 0.2205  data: 0.0038  max mem: 5471
Epoch: [0]  [25120/29316]  eta: 0:15:21  lr: 0.005000  loss: 1.2893 (1.4472)  bbox_ctrness: 0.6278 (0.6369)  bbox_regression: 0.2635 (0.3302)  classification: 0.3687 (0.4801)  time: 0.2167  data: 0.0037  max mem: 5471
Epoch: [0]  [25140/29316]  eta: 0:15:17  lr: 0.005000  loss: 1.3276 (1.4471)  bbox_ctrness: 0.6300 (0.6369)  bbox_regression: 0.2957 (0.3302)  classification: 0.3992 (0.4800)  time: 0.2226  data: 0.0037  max mem: 5471
Epoch: [0]  [25160/29316]  eta: 0:15:12  lr: 0.005000  loss: 1.3481 (1.4470)  bbox_ctrness: 0.6268 (0.6369)  bbox_regression: 0.2813 (0.3301)  classification: 0.4049 (0.4800)  time: 0.2142  data: 0.0037  max mem: 5471
Epoch: [0]  [25180/29316]  eta: 0:15:08  lr: 0.005000  loss: 1.3405 (1.4470)  bbox_ctrness: 0.6311 (0.6369)  bbox_regression: 0.3116 (0.3301)  classification: 0.3925 (0.4799)  time: 0.2231  data: 0.0039  max mem: 5471
Epoch: [0]  [25200/29316]  eta: 0:15:03  lr: 0.005000  loss: 1.3091 (1.4469)  bbox_ctrness: 0.6323 (0.6369)  bbox_regression: 0.2914 (0.3301)  classification: 0.3912 (0.4799)  time: 0.2224  data: 0.0040  max mem: 5471
Epoch: [0]  [25220/29316]  eta: 0:14:59  lr: 0.005000  loss: 1.2941 (1.4467)  bbox_ctrness: 0.6262 (0.6369)  bbox_regression: 0.2620 (0.3301)  classification: 0.3846 (0.4798)  time: 0.2186  data: 0.0037  max mem: 5471
Epoch: [0]  [25240/29316]  eta: 0:14:55  lr: 0.005000  loss: 1.3714 (1.4467)  bbox_ctrness: 0.6389 (0.6369)  bbox_regression: 0.3022 (0.3300)  classification: 0.4138 (0.4798)  time: 0.2186  data: 0.0036  max mem: 5471
Epoch: [0]  [25260/29316]  eta: 0:14:50  lr: 0.005000  loss: 1.3354 (1.4466)  bbox_ctrness: 0.6247 (0.6369)  bbox_regression: 0.2773 (0.3300)  classification: 0.4171 (0.4797)  time: 0.2196  data: 0.0039  max mem: 5471
Epoch: [0]  [25280/29316]  eta: 0:14:46  lr: 0.005000  loss: 1.3002 (1.4465)  bbox_ctrness: 0.6314 (0.6369)  bbox_regression: 0.2775 (0.3300)  classification: 0.3915 (0.4796)  time: 0.2177  data: 0.0036  max mem: 5471
Epoch: [0]  [25300/29316]  eta: 0:14:41  lr: 0.005000  loss: 1.2742 (1.4464)  bbox_ctrness: 0.6267 (0.6369)  bbox_regression: 0.2506 (0.3299)  classification: 0.3789 (0.4796)  time: 0.2157  data: 0.0036  max mem: 5471
Epoch: [0]  [25320/29316]  eta: 0:14:37  lr: 0.005000  loss: 1.3775 (1.4463)  bbox_ctrness: 0.6370 (0.6369)  bbox_regression: 0.3075 (0.3299)  classification: 0.4283 (0.4796)  time: 0.2195  data: 0.0037  max mem: 5471
Epoch: [0]  [25340/29316]  eta: 0:14:33  lr: 0.005000  loss: 1.2850 (1.4462)  bbox_ctrness: 0.6256 (0.6369)  bbox_regression: 0.2695 (0.3299)  classification: 0.3851 (0.4795)  time: 0.2167  data: 0.0037  max mem: 5471
Epoch: [0]  [25360/29316]  eta: 0:14:28  lr: 0.005000  loss: 1.3369 (1.4462)  bbox_ctrness: 0.6261 (0.6369)  bbox_regression: 0.2691 (0.3298)  classification: 0.4121 (0.4795)  time: 0.2224  data: 0.0039  max mem: 5471
Epoch: [0]  [25380/29316]  eta: 0:14:24  lr: 0.005000  loss: 1.3194 (1.4461)  bbox_ctrness: 0.6267 (0.6369)  bbox_regression: 0.2537 (0.3298)  classification: 0.4115 (0.4794)  time: 0.2203  data: 0.0037  max mem: 5471
Epoch: [0]  [25400/29316]  eta: 0:14:20  lr: 0.005000  loss: 1.3013 (1.4460)  bbox_ctrness: 0.6295 (0.6369)  bbox_regression: 0.3012 (0.3298)  classification: 0.3662 (0.4793)  time: 0.2218  data: 0.0036  max mem: 5471
Epoch: [0]  [25420/29316]  eta: 0:14:15  lr: 0.005000  loss: 1.3433 (1.4459)  bbox_ctrness: 0.6311 (0.6368)  bbox_regression: 0.2935 (0.3297)  classification: 0.4039 (0.4793)  time: 0.2191  data: 0.0038  max mem: 5471
Epoch: [0]  [25440/29316]  eta: 0:14:11  lr: 0.005000  loss: 1.3321 (1.4458)  bbox_ctrness: 0.6270 (0.6368)  bbox_regression: 0.2899 (0.3297)  classification: 0.3954 (0.4792)  time: 0.2215  data: 0.0034  max mem: 5471
Epoch: [0]  [25460/29316]  eta: 0:14:06  lr: 0.005000  loss: 1.3027 (1.4457)  bbox_ctrness: 0.6270 (0.6368)  bbox_regression: 0.2786 (0.3297)  classification: 0.3803 (0.4792)  time: 0.2185  data: 0.0036  max mem: 5471
Epoch: [0]  [25480/29316]  eta: 0:14:02  lr: 0.005000  loss: 1.3421 (1.4456)  bbox_ctrness: 0.6269 (0.6368)  bbox_regression: 0.2946 (0.3296)  classification: 0.4340 (0.4791)  time: 0.2204  data: 0.0037  max mem: 5471
Epoch: [0]  [25500/29316]  eta: 0:13:58  lr: 0.005000  loss: 1.3578 (1.4455)  bbox_ctrness: 0.6344 (0.6368)  bbox_regression: 0.2733 (0.3296)  classification: 0.4184 (0.4791)  time: 0.2233  data: 0.0036  max mem: 5471
Epoch: [0]  [25520/29316]  eta: 0:13:53  lr: 0.005000  loss: 1.3551 (1.4455)  bbox_ctrness: 0.6335 (0.6368)  bbox_regression: 0.3072 (0.3296)  classification: 0.4103 (0.4790)  time: 0.2214  data: 0.0037  max mem: 5471
Epoch: [0]  [25540/29316]  eta: 0:13:49  lr: 0.005000  loss: 1.3192 (1.4454)  bbox_ctrness: 0.6309 (0.6368)  bbox_regression: 0.2888 (0.3296)  classification: 0.4078 (0.4790)  time: 0.2231  data: 0.0037  max mem: 5471
Epoch: [0]  [25560/29316]  eta: 0:13:44  lr: 0.005000  loss: 1.2768 (1.4453)  bbox_ctrness: 0.6309 (0.6368)  bbox_regression: 0.2638 (0.3295)  classification: 0.3927 (0.4789)  time: 0.2189  data: 0.0039  max mem: 5471
Epoch: [0]  [25580/29316]  eta: 0:13:40  lr: 0.005000  loss: 1.3202 (1.4452)  bbox_ctrness: 0.6331 (0.6368)  bbox_regression: 0.2978 (0.3295)  classification: 0.3749 (0.4789)  time: 0.2230  data: 0.0038  max mem: 5471
Epoch: [0]  [25600/29316]  eta: 0:13:36  lr: 0.005000  loss: 1.3295 (1.4451)  bbox_ctrness: 0.6346 (0.6368)  bbox_regression: 0.2966 (0.3295)  classification: 0.3892 (0.4788)  time: 0.2246  data: 0.0039  max mem: 5471
Epoch: [0]  [25620/29316]  eta: 0:13:31  lr: 0.005000  loss: 1.3427 (1.4450)  bbox_ctrness: 0.6318 (0.6368)  bbox_regression: 0.2965 (0.3294)  classification: 0.4289 (0.4788)  time: 0.2193  data: 0.0036  max mem: 5471
Epoch: [0]  [25640/29316]  eta: 0:13:27  lr: 0.005000  loss: 1.3585 (1.4449)  bbox_ctrness: 0.6315 (0.6368)  bbox_regression: 0.3063 (0.3294)  classification: 0.3852 (0.4787)  time: 0.2245  data: 0.0038  max mem: 5471
Epoch: [0]  [25660/29316]  eta: 0:13:22  lr: 0.005000  loss: 1.3176 (1.4448)  bbox_ctrness: 0.6284 (0.6368)  bbox_regression: 0.2842 (0.3294)  classification: 0.3904 (0.4787)  time: 0.2219  data: 0.0035  max mem: 5471
Epoch: [0]  [25680/29316]  eta: 0:13:18  lr: 0.005000  loss: 1.3117 (1.4448)  bbox_ctrness: 0.6294 (0.6368)  bbox_regression: 0.2630 (0.3294)  classification: 0.4051 (0.4786)  time: 0.2184  data: 0.0036  max mem: 5471
Epoch: [0]  [25700/29316]  eta: 0:13:14  lr: 0.005000  loss: 1.2844 (1.4447)  bbox_ctrness: 0.6332 (0.6368)  bbox_regression: 0.2879 (0.3293)  classification: 0.3930 (0.4785)  time: 0.2202  data: 0.0037  max mem: 5471
